"customerid","country","recency","frequency","monetary","r_score","f_score","m_score","rfm_score","segment"
"17505","United Kingdom","162","2","1145.84",4,3,2,"432","Potential Customers"
"14267","United Kingdom","163","3","1516.24",4,3,2,"432","Potential Customers"
"14327","United Kingdom","163","1","311.65",4,4,4,"444","Champions"
"17408","United Kingdom","163","1","32.65",4,4,5,"445","Champions"
"16553","United Kingdom","163","12","5719.82",4,1,1,"411","Others"
"12424","Australia","163","2","1760.96",4,3,2,"432","Potential Customers"
"15537","United Kingdom","163","1","110.92",4,4,5,"445","Champions"
"16801","United Kingdom","163","4","1619.73",4,2,2,"422","Potential Customers"
"17391","United Kingdom","164","2","508.80",4,3,3,"433","Potential Customers"
"17110","United Kingdom","165","1","163.30",4,5,5,"455","Champions"
"13656","United Kingdom","165","2","379.65",4,3,4,"434","Potential Customers"
"15146","United Kingdom","165","2","1327.16",4,3,2,"432","Potential Customers"
"14481","United Kingdom","165","2","636.51",4,3,3,"433","Potential Customers"
"18193","United Kingdom","165","1","243.76",4,5,5,"455","Champions"
"16473","United Kingdom","165","3","316.11",4,3,4,"434","Potential Customers"
"15976","United Kingdom","165","2","430.94",4,3,4,"434","Potential Customers"
"14351","United Kingdom","165","1","51.00",4,5,5,"455","Champions"
"16545","United Kingdom","165","1","339.30",4,4,4,"444","Champions"
"12493","France","166","2","433.74",4,3,4,"434","Potential Customers"
"14795","United Kingdom","166","1","131.45",4,5,5,"455","Champions"
"12548","Spain","166","1","95.20",4,4,5,"445","Champions"
"17980","United Kingdom","166","3","811.45",4,2,3,"423","Potential Customers"
"17969","United Kingdom","166","2","228.20",4,4,5,"445","Champions"
"15644","United Kingdom","166","4","813.00",4,2,3,"423","Potential Customers"
"13453","United Kingdom","166","2","356.98",4,4,4,"444","Champions"
"15665","United Kingdom","168","2","2242.01",4,3,1,"431","Potential Customers"
"13856","United Kingdom","169","3","388.50",4,3,4,"434","Potential Customers"
"15258","United Kingdom","169","2","623.16",4,3,3,"433","Potential Customers"
"13937","United Kingdom","169","1","158.85",4,5,5,"455","Champions"
"15379","United Kingdom","169","7","3703.29",4,1,1,"411","Others"
"13929","United Kingdom","169","2","842.65",4,3,3,"433","Potential Customers"
"14656","United Kingdom","169","2","291.05",4,4,4,"444","Champions"
"14584","United Kingdom","169","4","1042.26",4,2,2,"422","Potential Customers"
"13300","United Kingdom","169","1","371.89",4,4,4,"444","Champions"
"17704","United Kingdom","169","2","885.19",4,3,3,"433","Potential Customers"
"16647","United Kingdom","170","2","214.06",4,4,5,"445","Champions"
"15130","United Kingdom","170","1","330.11",4,4,4,"444","Champions"
"15384","United Kingdom","170","2","642.41",4,3,3,"433","Potential Customers"
"17877","United Kingdom","170","1","237.61",4,5,5,"455","Champions"
"15041","United Kingdom","170","1","180.35",4,5,5,"455","Champions"
"17630","United Kingdom","170","2","503.60",4,3,3,"433","Potential Customers"
"14643","United Kingdom","170","2","693.81",4,3,3,"433","Potential Customers"
"16287","United Kingdom","170","1","142.50",4,5,5,"455","Champions"
"14998","United Kingdom","170","2","429.87",4,3,4,"434","Potential Customers"
"16247","United Kingdom","170","1","114.56",4,4,5,"445","Champions"
"17709","United Kingdom","170","1","137.45",4,5,5,"455","Champions"
"16114","United Kingdom","171","1","135.75",4,5,5,"455","Champions"
"17960","United Kingdom","171","1","73.78",4,5,5,"455","Champions"
"16214","United Kingdom","171","3","1062.75",4,2,2,"422","Potential Customers"
"15412","United Kingdom","171","1","190.53",4,5,5,"455","Champions"
"15280","United Kingdom","172","1","113.12",4,4,5,"445","Champions"
"15507","United Kingdom","172","1","492.36",4,5,3,"453","Loyal Customers"
"15389","United Kingdom","172","1","500.00",4,5,3,"453","Loyal Customers"
"15700","United Kingdom","172","2","696.68",4,3,3,"433","Potential Customers"
"16526","United Kingdom","172","1","290.36",4,4,4,"444","Champions"
"15825","United Kingdom","172","1","532.94",4,5,3,"453","Loyal Customers"
"16320","Unspecified","172","2","1038.46",4,3,2,"432","Potential Customers"
"15076","United Kingdom","173","1","880.85",4,5,3,"453","Loyal Customers"
"12837","United Kingdom","173","1","134.10",4,5,5,"455","Champions"
"15535","United Kingdom","173","4","536.40",4,2,3,"423","Potential Customers"
"13568","United Kingdom","173","1","192.85",4,5,5,"455","Champions"
"17897","United Kingdom","173","3","566.60",4,2,3,"423","Potential Customers"
"18062","United Kingdom","173","3","720.52",4,3,3,"433","Potential Customers"
"18260","United Kingdom","173","6","2643.20",4,1,1,"411","Others"
"15016","United Kingdom","173","1","170.04",4,5,5,"455","Champions"
"15921","United Kingdom","173","1","336.03",4,4,4,"444","Champions"
"16484","United Kingdom","174","2","404.30",4,3,4,"434","Potential Customers"
"13618","United Kingdom","174","1","177.34",4,5,5,"455","Champions"
"16805","United Kingdom","174","2","460.59",4,3,4,"434","Potential Customers"
"15909","United Kingdom","174","1","191.94",4,5,5,"455","Champions"
"13005","United Kingdom","174","2","513.70",4,3,3,"433","Potential Customers"
"17616","United Kingdom","174","3","571.20",4,2,3,"423","Potential Customers"
"17879","United Kingdom","174","1","178.52",4,5,5,"455","Champions"
"14162","United Kingdom","174","2","289.36",4,4,4,"444","Champions"
"16050","United Kingdom","174","1","137.90",4,5,5,"455","Champions"
"14491","United Kingdom","175","2","340.93",4,4,4,"444","Champions"
"17204","United Kingdom","175","4","1564.56",4,2,2,"422","Potential Customers"
"18168","United Kingdom","176","6","1169.94",4,1,2,"412","Others"
"14037","United Kingdom","176","2","147.20",4,4,5,"445","Champions"
"13826","United Kingdom","176","1","189.50",4,5,5,"455","Champions"
"13951","United Kingdom","176","3","674.45",4,3,3,"433","Potential Customers"
"15219","United Kingdom","176","1","305.75",4,4,4,"444","Champions"
"12908","United Kingdom","176","2","750.00",4,3,3,"433","Potential Customers"
"18165","United Kingdom","177","1","302.46",4,4,4,"444","Champions"
"16739","United Kingdom","177","1","323.00",4,4,4,"444","Champions"
"16257","United Kingdom","177","1","46.95",4,5,5,"455","Champions"
"14222","United Kingdom","177","1","683.17",4,5,3,"453","Loyal Customers"
"15585","United Kingdom","177","1","455.30",4,5,4,"454","Champions"
"16276","United Kingdom","177","1","810.60",4,5,3,"453","Loyal Customers"
"17446","United Kingdom","177","2","120.90",4,4,5,"445","Champions"
"17536","United Kingdom","177","1","76.50",4,5,5,"455","Champions"
"12809","Portugal","178","1","489.31",4,5,4,"454","Champions"
"15912","United Kingdom","178","2","264.62",4,4,4,"444","Champions"
"15574","United Kingdom","178","4","702.25",4,2,3,"423","Potential Customers"
"16461","United Kingdom","178","1","151.42",4,5,5,"455","Champions"
"17179","United Kingdom","178","3","711.79",4,2,3,"423","Potential Customers"
"17749","United Kingdom","178","2","674.52",4,3,3,"433","Potential Customers"
"16644","United Kingdom","178","2","833.78",4,3,3,"433","Potential Customers"
"13343","United Kingdom","178","1","353.43",4,4,4,"444","Champions"
"13476","United Kingdom","179","2","1238.47",4,3,2,"432","Potential Customers"
"13080","United Kingdom","179","1","58.08",4,5,5,"455","Champions"
"15069","United Kingdom","179","1","1109.53",4,4,2,"442","Loyal Customers"
"17349","United Kingdom","179","1","110.75",5,4,5,"545","Champions"
"13663","United Kingdom","179","1","189.47",5,5,5,"555","Champions"
"17795","United Kingdom","180","2","350.39",5,4,4,"544","Champions"
"14823","United Kingdom","180","3","321.43",5,3,4,"534","Potential Customers"
"14573","United Kingdom","180","9","1653.42",5,1,2,"512","Others"
"12732","France","180","1","236.26",5,5,5,"555","Champions"
"13936","United Kingdom","180","1","376.58",5,4,4,"544","Champions"
"14450","United Kingdom","181","3","483.25",5,3,4,"534","Potential Customers"
"18281","United Kingdom","181","1","80.82",5,5,5,"555","Champions"
"15098","United Kingdom","182","3","39916.50",5,2,1,"521","Potential Customers"
"13686","United Kingdom","183","1","72.00",5,5,5,"555","Champions"
"17234","United Kingdom","183","1","149.89",5,5,5,"555","Champions"
"13900","United Kingdom","183","3","740.95",5,2,3,"523","Potential Customers"
"16581","United Kingdom","183","1","105.84",5,4,5,"545","Champions"
"13533","United Kingdom","183","3","270.79",5,3,4,"534","Potential Customers"
"16614","United Kingdom","183","1","506.19",5,5,3,"553","Loyal Customers"
"16113","United Kingdom","183","1","161.38",5,5,5,"555","Champions"
"13811","Germany","184","3","814.50",5,2,3,"523","Potential Customers"
"15609","United Kingdom","184","1","298.48",5,4,4,"544","Champions"
"14241","United Kingdom","184","1","213.70",5,5,5,"555","Champions"
"13466","United Kingdom","184","1","307.90",5,4,4,"544","Champions"
"14231","United Kingdom","184","3","925.71",5,3,3,"533","Potential Customers"
"14501","United Kingdom","184","2","251.21",5,4,4,"544","Champions"
"16832","United Kingdom","184","3","199.15",5,2,5,"525","Potential Customers"
"15780","United Kingdom","184","3","475.28",5,2,4,"524","Potential Customers"
"17026","United Kingdom","185","2","154.83",5,4,5,"545","Champions"
"17124","United Kingdom","185","1","298.89",5,4,4,"544","Champions"
"17707","United Kingdom","185","2","152.40",5,4,5,"545","Champions"
"17987","United Kingdom","185","1","198.57",5,5,5,"555","Champions"
"17854","United Kingdom","185","2","311.26",5,4,4,"544","Champions"
"13395","United Kingdom","185","1","307.72",5,4,4,"544","Champions"
"17409","United Kingdom","185","2","771.85",5,3,3,"533","Potential Customers"
"17874","United Kingdom","185","6","683.46",5,1,3,"513","Others"
"16955","United Kingdom","185","4","518.67",5,2,3,"523","Potential Customers"
"14622","United Kingdom","185","1","320.58",5,4,4,"544","Champions"
"12383","Belgium","185","5","1850.56",5,2,2,"522","Potential Customers"
"14375","United Kingdom","185","1","257.68",5,4,4,"544","Champions"
"12868","United Kingdom","186","6","1607.06",5,1,2,"512","Others"
"18072","United Kingdom","186","1","247.44",5,5,5,"555","Champions"
"15386","United Kingdom","186","1","394.14",5,4,4,"544","Champions"
"16520","United Kingdom","186","3","1046.57",5,2,2,"522","Potential Customers"
"14542","United Kingdom","186","1","103.25",5,4,5,"545","Champions"
"16611","United Kingdom","186","1","129.49",5,5,5,"555","Champions"
"12891","United Kingdom","186","3","331.00",5,3,4,"534","Potential Customers"
"14867","United Kingdom","186","3","710.28",5,2,3,"523","Potential Customers"
"12802","Netherlands","187","1","427.58",5,5,4,"554","Champions"
"16849","United Kingdom","187","1","124.57",5,4,5,"545","Champions"
"13682","United Kingdom","187","1","59.50",5,5,5,"555","Champions"
"16963","United Kingdom","187","1","110.55",5,4,5,"545","Champions"
"16883","United Kingdom","187","2","276.73",5,4,4,"544","Champions"
"15852","United Kingdom","187","2","160.71",5,4,5,"545","Champions"
"14682","United Kingdom","188","2","52.00",5,4,5,"545","Champions"
"14512","United Kingdom","188","2","275.28",5,4,4,"544","Champions"
"12468","Germany","188","2","729.54",5,3,3,"533","Potential Customers"
"17708","United Kingdom","188","2","267.08",5,4,4,"544","Champions"
"16967","United Kingdom","189","1","319.02",5,4,4,"544","Champions"
"15405","United Kingdom","189","1","349.10",5,4,4,"544","Champions"
"16659","United Kingdom","189","1","39.12",5,5,5,"555","Champions"
"13885","United Kingdom","189","2","506.80",5,3,3,"533","Potential Customers"
"15508","United Kingdom","189","6","1000.27",5,1,2,"512","Others"
"13294","United Kingdom","190","2","873.74",5,3,3,"533","Potential Customers"
"17900","United Kingdom","190","2","112.20",5,4,5,"545","Champions"
"17531","United Kingdom","190","1","296.70",5,4,4,"544","Champions"
"16117","United Kingdom","190","1","232.21",5,5,5,"555","Champions"
"16230","United Kingdom","190","2","542.03",5,3,3,"533","Potential Customers"
"12601","Germany","190","5","577.06",5,2,3,"523","Potential Customers"
"14453","United Kingdom","190","1","119.93",5,4,5,"545","Champions"
"16529","United Kingdom","190","1","455.25",5,5,4,"554","Champions"
"15658","United Kingdom","190","5","1024.10",5,2,2,"522","Potential Customers"
"14377","United Kingdom","191","2","617.05",5,3,3,"533","Potential Customers"
"13475","United Kingdom","191","4","1431.78",5,2,2,"522","Potential Customers"
"15918","United Kingdom","191","2","334.23",5,4,4,"544","Champions"
"13062","United Kingdom","191","1","346.98",5,4,4,"544","Champions"
"17472","United Kingdom","191","3","710.29",5,2,3,"523","Potential Customers"
"16424","United Kingdom","191","1","133.56",5,5,5,"555","Champions"
"12790","Netherlands","192","1","324.92",5,4,4,"544","Champions"
"18231","United Kingdom","192","5","2083.27",5,2,1,"521","Potential Customers"
"13398","United Kingdom","192","1","457.34",5,5,4,"554","Champions"
"13070","United Kingdom","192","1","228.80",5,5,5,"555","Champions"
"16483","United Kingdom","192","1","139.35",5,5,5,"555","Champions"
"18190","United Kingdom","192","2","284.46",5,4,4,"544","Champions"
"16810","United Kingdom","192","1","309.54",5,4,4,"544","Champions"
"17454","United Kingdom","192","4","517.53",5,2,3,"523","Potential Customers"
"15643","United Kingdom","192","3","664.00",5,3,3,"533","Potential Customers"
"15897","United Kingdom","194","2","222.05",5,4,5,"545","Champions"
"16567","United Kingdom","194","2","865.60",5,3,3,"533","Potential Customers"
"17051","United Kingdom","194","1","247.14",5,5,5,"555","Champions"
"15925","United Kingdom","194","1","207.15",5,5,5,"555","Champions"
"12426","Germany","195","1","582.73",5,5,3,"553","Loyal Customers"
"17152","United Kingdom","195","3","1689.50",5,2,2,"522","Potential Customers"
"16889","United Kingdom","195","3","1578.67",5,3,2,"532","Potential Customers"
"14625","United Kingdom","196","2","899.63",5,3,3,"533","Potential Customers"
"16034","United Kingdom","196","3","437.70",5,2,4,"524","Potential Customers"
"16323","United Kingdom","196","1","207.50",5,5,5,"555","Champions"
"12999","United Kingdom","196","3","455.88",5,2,4,"524","Potential Customers"
"16275","United Kingdom","197","1","559.87",5,5,3,"553","Loyal Customers"
"15104","United Kingdom","197","2","1027.44",5,3,2,"532","Potential Customers"
"13135","United Kingdom","197","1","3096.00",5,5,1,"551","Loyal Customers"
"14280","United Kingdom","197","1","134.04",5,5,5,"555","Champions"
"16838","United Kingdom","197","2","588.85",5,3,3,"533","Potential Customers"
"17550","United Kingdom","197","3","267.16",5,3,4,"534","Potential Customers"
"14816","United Kingdom","197","1","271.85",5,4,4,"544","Champions"
"14828","United Kingdom","197","3","2139.76",5,2,1,"521","Potential Customers"
"14740","United Kingdom","197","3","1448.21",5,3,2,"532","Potential Customers"
"12547","Spain","198","2","207.80",5,4,5,"545","Champions"
"16449","United Kingdom","198","2","707.69",5,3,3,"533","Potential Customers"
"16356","United Kingdom","198","3","211.77",5,2,5,"525","Potential Customers"
"14009","United Kingdom","198","2","695.61",5,3,3,"533","Potential Customers"
"12974","United Kingdom","198","1","144.80",5,5,5,"555","Champions"
"16448","United Kingdom","198","1","188.89",5,5,5,"555","Champions"
"14985","United Kingdom","198","2","296.75",5,4,4,"544","Champions"
"15314","United Kingdom","199","1","327.97",5,4,4,"544","Champions"
"14705","United Kingdom","199","1","179.00",5,5,5,"555","Champions"
"17955","United Kingdom","199","4","557.30",5,2,3,"523","Potential Customers"
"15882","United Kingdom","199","4","516.36",5,2,3,"523","Potential Customers"
"16763","United Kingdom","199","1","611.85",5,5,3,"553","Loyal Customers"
"15042","United Kingdom","199","1","135.93",5,5,5,"555","Champions"
"17770","United Kingdom","199","5","1143.27",5,2,2,"522","Potential Customers"
"17375","United Kingdom","199","3","400.10",5,3,4,"534","Potential Customers"
"13737","United Kingdom","200","1","339.60",5,4,4,"544","Champions"
"18202","United Kingdom","200","3","1396.99",5,3,2,"532","Potential Customers"
"14817","United Kingdom","200","2","1110.34",5,3,2,"532","Potential Customers"
"13223","United Kingdom","200","2","163.20",5,4,5,"545","Champions"
"14647","United Kingdom","201","1","243.22",5,5,5,"555","Champions"
"15705","United Kingdom","201","1","143.10",5,5,5,"555","Champions"
"15724","United Kingdom","201","2","218.25",5,4,5,"545","Champions"
"15292","United Kingdom","201","1","180.94",5,5,5,"555","Champions"
"17715","United Kingdom","201","1","326.40",5,4,4,"544","Champions"
"13479","United Kingdom","201","2","300.95",5,4,4,"544","Champions"
"13339","United Kingdom","201","1","860.12",5,5,3,"553","Loyal Customers"
"17176","United Kingdom","202","1","306.13",5,4,4,"544","Champions"
"14195","United Kingdom","202","2","1012.00",5,3,2,"532","Potential Customers"
"13227","United Kingdom","202","1","257.70",5,4,4,"544","Champions"
"18048","United Kingdom","203","2","172.29",5,4,5,"545","Champions"
"16226","United Kingdom","203","3","255.12",5,2,4,"524","Potential Customers"
"13243","United Kingdom","203","1","600.07",5,5,3,"553","Loyal Customers"
"17455","United Kingdom","204","1","131.70",5,5,5,"555","Champions"
"12353","Bahrain","204","1","89.00",5,4,5,"545","Champions"
"13391","United Kingdom","204","1","59.80",5,5,5,"555","Champions"
"13887","United Kingdom","204","1","349.55",5,4,4,"544","Champions"
"15648","United Kingdom","204","2","657.35",5,3,3,"533","Potential Customers"
"17871","United Kingdom","205","1","155.90",5,5,5,"555","Champions"
"12897","United Kingdom","205","2","216.50",5,4,5,"545","Champions"
"13531","United Kingdom","205","2","483.80",5,3,4,"534","Potential Customers"
"14442","Channel Islands","205","2","1589.82",5,3,2,"532","Potential Customers"
"17245","United Kingdom","205","1","171.45",5,5,5,"555","Champions"
"14896","United Kingdom","205","2","468.77",5,3,4,"534","Potential Customers"
"17504","United Kingdom","206","9","2997.03",5,1,1,"511","Others"
"13659","United Kingdom","206","2","1573.20",5,3,2,"532","Potential Customers"
"12690","France","206","1","389.01",5,4,4,"544","Champions"
"17556","United Kingdom","206","1","157.90",5,5,5,"555","Champions"
"14620","United Kingdom","206","2","412.78",5,3,4,"534","Potential Customers"
"13572","United Kingdom","206","1","1384.25",5,4,2,"542","Loyal Customers"
"14888","United Kingdom","207","1","369.20",5,4,4,"544","Champions"
"14489","United Kingdom","207","1","463.38",5,5,4,"554","Champions"
"13976","United Kingdom","207","1","357.98",5,4,4,"544","Champions"
"14320","United Kingdom","207","2","477.79",5,3,4,"534","Potential Customers"
"17263","United Kingdom","208","1","63.44",5,5,5,"555","Champions"
"15333","United Kingdom","208","1","1028.56",5,4,2,"542","Loyal Customers"
"15813","United Kingdom","208","2","1303.91",5,3,2,"532","Potential Customers"
"14689","United Kingdom","209","1","112.80",5,4,5,"545","Champions"
"14873","United Kingdom","210","1","519.68",5,5,3,"553","Loyal Customers"
"12590","Germany","211","2","9864.26",5,3,1,"531","Potential Customers"
"14000","United Kingdom","211","1","635.66",5,5,3,"553","Loyal Customers"
"18218","United Kingdom","211","2","662.08",5,3,3,"533","Potential Customers"
"17970","United Kingdom","211","1","582.59",5,5,3,"553","Loyal Customers"
"12770","Japan","211","1","1351.45",5,4,2,"542","Loyal Customers"
"12857","United Kingdom","211","2","1106.40",5,3,2,"532","Potential Customers"
"16006","United Kingdom","211","1","101.40",5,4,5,"545","Champions"
"13052","United Kingdom","212","1","348.15",5,4,4,"544","Champions"
"15732","United Kingdom","212","2","294.12",5,4,4,"544","Champions"
"13837","United Kingdom","212","2","271.24",5,4,4,"544","Champions"
"17889","United Kingdom","212","2","203.87",5,4,5,"545","Champions"
"18133","United Kingdom","212","1","931.50",5,4,3,"543","Loyal Customers"
"13235","United Kingdom","212","1","1031.07",5,4,2,"542","Loyal Customers"
"14988","United Kingdom","212","1","334.54",5,4,4,"544","Champions"
"16943","United Kingdom","212","3","816.73",5,3,3,"533","Potential Customers"
"12625","Germany","212","2","2683.82",5,3,1,"531","Potential Customers"
"16244","United Kingdom","212","2","1522.75",5,3,2,"532","Potential Customers"
"16116","United Kingdom","212","1","612.78",5,5,3,"553","Loyal Customers"
"12976","United Kingdom","212","1","738.60",5,5,3,"553","Loyal Customers"
"16431","United Kingdom","213","3","642.81",5,3,3,"533","Potential Customers"
"14288","United Kingdom","213","1","426.60",5,5,4,"554","Champions"
"13990","United Kingdom","213","1","311.30",5,4,4,"544","Champions"
"14920","United Kingdom","213","2","977.77",5,3,2,"532","Potential Customers"
"15079","United Kingdom","213","4","895.61",5,2,3,"523","Potential Customers"
"15729","United Kingdom","213","1","85.00",5,5,5,"555","Champions"
"15063","United Kingdom","213","1","370.80",5,4,4,"544","Champions"
"12821","United Kingdom","214","1","92.72",5,4,5,"545","Champions"
"16306","United Kingdom","214","6","632.27",5,1,3,"513","Others"
"15381","United Kingdom","214","2","596.85",5,3,3,"533","Potential Customers"
"15433","United Kingdom","214","2","533.30",5,3,3,"533","Potential Customers"
"18120","United Kingdom","214","1","111.15",5,4,5,"545","Champions"
"17597","United Kingdom","214","1","2044.37",5,5,2,"552","Loyal Customers"
"14699","United Kingdom","214","1","109.13",5,4,5,"545","Champions"
"12355","Bahrain","214","1","459.40",5,5,4,"554","Champions"
"12888","United Kingdom","214","2","354.12",5,4,4,"544","Champions"
"16756","United Kingdom","215","1","239.40",5,5,5,"555","Champions"
"14353","United Kingdom","215","1","90.60",5,4,5,"545","Champions"
"15092","United Kingdom","215","2","457.81",5,3,4,"534","Potential Customers"
"13561","United Kingdom","216","1","141.86",5,5,5,"555","Champions"
"14161","United Kingdom","216","3","1110.52",5,2,2,"522","Potential Customers"
"13642","United Kingdom","216","1","354.80",5,4,4,"544","Champions"
"15552","United Kingdom","217","1","90.12",5,4,5,"545","Champions"
"12414","Austria","217","3","562.41",5,2,3,"523","Potential Customers"
"13723","United Kingdom","217","1","199.85",5,5,5,"555","Champions"
"18078","United Kingdom","217","2","336.13",5,4,4,"544","Champions"
"17604","United Kingdom","217","2","309.36",5,4,4,"544","Champions"
"15235","United Kingdom","218","12","2247.51",5,1,1,"511","Others"
"14393","United Kingdom","218","1","67.95",5,5,5,"555","Champions"
"15668","United Kingdom","218","1","76.32",5,5,5,"555","Champions"
"16457","United Kingdom","218","1","208.36",5,5,5,"555","Champions"
"14697","United Kingdom","218","2","188.61",5,4,5,"545","Champions"
"14199","United Kingdom","218","1","185.40",5,5,5,"555","Champions"
"18227","United Kingdom","218","1","93.75",5,4,5,"545","Champions"
"17849","United Kingdom","218","4","605.80",5,2,3,"523","Potential Customers"
"14423","United Kingdom","218","1","265.20",5,4,4,"544","Champions"
"17578","United Kingdom","218","1","143.46",5,5,5,"555","Champions"
"16319","United Kingdom","218","1","404.40",5,5,4,"554","Champions"
"15759","United Kingdom","218","3","253.04",5,2,4,"524","Potential Customers"
"17174","United Kingdom","218","1","59.90",5,5,5,"555","Champions"
"13952","United Kingdom","218","2","3251.071",5,3,1,"531","Potential Customers"
"16990","United Kingdom","219","1","179.00",5,5,5,"555","Champions"
"13762","United Kingdom","219","1","306.72",5,4,4,"544","Champions"
"17394","United Kingdom","219","1","203.87",5,5,5,"555","Champions"
"16714","United Kingdom","219","3","1161.53",5,3,2,"532","Potential Customers"
"13731","United Kingdom","219","2","610.59",5,3,3,"533","Potential Customers"
"16610","United Kingdom","219","1","75.66",5,5,5,"555","Champions"
"13711","United Kingdom","219","2","252.06",5,4,4,"544","Champions"
"17374","United Kingdom","219","2","495.77",5,3,3,"533","Potential Customers"
"16109","United Kingdom","219","2","611.88",5,3,3,"533","Potential Customers"
"18239","United Kingdom","219","5","1561.61",5,2,2,"522","Potential Customers"
"17646","United Kingdom","219","3","1008.39",5,2,2,"522","Potential Customers"
"14340","United Kingdom","219","1","134.70",5,5,5,"555","Champions"
"17443","Canada","220","1","534.24",5,5,3,"553","Loyal Customers"
"14245","United Kingdom","220","2","1693.45",5,3,2,"532","Potential Customers"
"16055","United Kingdom","221","1","134.80",5,5,5,"555","Champions"
"17501","United Kingdom","221","2","288.60",5,4,4,"544","Champions"
"14149","United Kingdom","221","1","446.62",5,5,4,"554","Champions"
"16634","United Kingdom","223","2","217.90",5,4,5,"545","Champions"
"14304","United Kingdom","223","1","383.45",5,4,4,"544","Champions"
"17991","United Kingdom","225","2","93.35",5,4,5,"545","Champions"
"15210","United Kingdom","225","1","331.18",5,4,4,"544","Champions"
"17893","United Kingdom","225","1","112.25",5,4,5,"545","Champions"
"16227","United Kingdom","225","1","314.22",5,4,4,"544","Champions"
"14022","United Kingdom","225","1","440.00",5,5,4,"554","Champions"
"14271","United Kingdom","226","1","112.32",5,4,5,"545","Champions"
"13229","United Kingdom","226","1","160.95",5,5,5,"555","Champions"
"15143","United Kingdom","226","1","259.45",5,4,4,"544","Champions"
"15223","United Kingdom","226","2","755.75",5,3,3,"533","Potential Customers"
"18183","United Kingdom","227","2","632.07",5,3,3,"533","Potential Customers"
"18220","United Kingdom","227","1","305.28",5,4,4,"544","Champions"
"17187","United Kingdom","227","1","203.95",5,5,5,"555","Champions"
"16965","United Kingdom","227","1","201.19",5,5,5,"555","Champions"
"15891","United Kingdom","227","1","524.52",5,5,3,"553","Loyal Customers"
"12573","France","227","1","160.54",5,5,5,"555","Champions"
"16698","United Kingdom","227","2","1998.00",5,3,2,"532","Potential Customers"
"16823","United Kingdom","227","1","358.38",5,4,4,"544","Champions"
"17277","United Kingdom","228","2","1065.35",5,3,2,"532","Potential Customers"
"16834","United Kingdom","228","1","413.46",5,5,4,"554","Champions"
"17670","United Kingdom","228","1","205.70",5,5,5,"555","Champions"
"17718","United Kingdom","232","1","139.35",5,5,5,"555","Champions"
"12354","Spain","232","1","1079.40",5,4,2,"542","Loyal Customers"
"14770","United Kingdom","232","2","876.42",5,3,3,"533","Potential Customers"
"16587","United Kingdom","232","1","225.15",5,5,5,"555","Champions"
"12622","Germany","232","1","180.10",5,5,5,"555","Champions"
"16163","United Kingdom","232","2","856.60",5,3,3,"533","Potential Customers"
"13482","United Kingdom","232","1","184.64",5,5,5,"555","Champions"
"15517","United Kingdom","233","1","267.03",5,4,4,"544","Champions"
"12506","France","233","1","73.50",5,5,5,"555","Champions"
"17946","United Kingdom","233","2","149.58",5,4,5,"545","Champions"
"13485","United Kingdom","233","1","454.24",5,5,4,"554","Champions"
"17120","United Kingdom","233","1","307.46",5,4,4,"544","Champions"
"15717","United Kingdom","234","1","150.30",5,5,5,"555","Champions"
"12585","Germany","234","2","2040.10",5,3,2,"532","Potential Customers"
"12733","USA","234","1","383.95",5,4,4,"544","Champions"
"13101","United Kingdom","234","1","101.19",5,4,5,"545","Champions"
"14148","United Kingdom","234","1","157.20",5,5,5,"555","Champions"
"17217","United Kingdom","234","1","113.50",5,4,5,"545","Champions"
"15225","United Kingdom","234","1","409.40",5,5,4,"554","Champions"
"17548","United Kingdom","234","1","103.30",5,4,5,"545","Champions"
"15749","United Kingdom","235","3","44534.30",5,2,1,"521","Potential Customers"
"16217","United Kingdom","235","2","304.25",5,4,4,"544","Champions"
"14242","United Kingdom","235","2","280.55",5,4,4,"544","Champions"
"14672","United Kingdom","235","2","765.55",5,3,3,"533","Potential Customers"
"18009","United Kingdom","235","1","257.34",5,4,4,"544","Champions"
"13474","United Kingdom","236","1","229.59",5,5,5,"555","Champions"
"12754","Japan","236","3","3010.74",5,2,1,"521","Potential Customers"
"12878","United Kingdom","236","2","854.99",5,3,3,"533","Potential Customers"
"14532","United Kingdom","236","4","932.85",5,2,3,"523","Potential Customers"
"17582","United Kingdom","236","1","175.27",5,5,5,"555","Champions"
"17697","United Kingdom","236","1","338.95",5,4,4,"544","Champions"
"16617","United Kingdom","236","1","151.85",5,5,5,"555","Champions"
"16947","United Kingdom","236","1","406.48",5,5,4,"554","Champions"
"18213","United Kingdom","237","1","232.48",5,5,5,"555","Champions"
"17990","United Kingdom","237","3","630.84",5,3,3,"533","Potential Customers"
"16193","United Kingdom","237","1","314.45",5,4,4,"544","Champions"
"15246","United Kingdom","238","2","514.15",5,3,3,"533","Potential Customers"
"17367","United Kingdom","238","1","168.40",5,5,5,"555","Champions"
"14105","United Kingdom","239","1","1266.23",5,4,2,"542","Loyal Customers"
"17142","United Kingdom","239","1","579.00",5,5,3,"553","Loyal Customers"
"12582","Finland","239","2","511.36",5,3,3,"533","Potential Customers"
"14206","United Kingdom","239","1","328.16",5,4,4,"544","Champions"
"12769","Brazil","239","1","1143.60",5,4,2,"542","Loyal Customers"
"16957","United Kingdom","239","2","416.64",5,3,4,"534","Potential Customers"
